price,hood_district,sqft,beds,bath,laundry,pets,housing_type,parking
3655,9.0,1000.0,2.0,2.0,2,3,0,3
3200,6.0,650.0,1.0,1.0,2,3,0,0
5500,6.0,1327.0,3.0,2.0,2,3,0,3
5995,5.0,1400.0,2.0,2.0,2,1,0,3
3260,9.0,1400.0,2.0,1.5,2,0,0,3
4500,3.0,1536.0,3.0,2.0,0,3,3,3
2750,10.0,970.0,2.0,1.0,2,1,0,3
4000,9.0,1800.0,2.0,2.5,2,1,0,3
3750,9.0,1350.0,2.0,1.0,2,0,2,3
2800,1.0,717.0,1.0,1.0,0,0,0,0
1950,2.0,375.0,0.0,1.0,0,0,0,3
1495,8.0,450.0,0.0,1.0,1,0,0,0
3495,7.0,650.0,1.0,1.0,1,3,0,3
4500,5.0,1125.0,2.0,1.0,2,3,3,3
2395,5.0,700.0,1.0,1.0,1,0,0,3
3550,9.0,920.0,2.0,2.0,2,3,0,3
3395,8.0,900.0,1.0,1.0,2,2,0,3
2725,6.0,501.0,1.0,1.0,2,3,0,3
4300,8.0,1000.0,3.0,1.0,2,0,0,0
4500,7.0,900.0,3.0,1.0,2,0,2,1
3650,1.0,750.0,3.0,2.0,1,0,0,0
3400,10.0,1391.0,3.0,2.5,2,0,0,3
1749,8.0,260.0,0.0,1.0,1,0,0,0
2995,1.0,700.0,2.0,1.0,1,0,0,3
3000,7.0,840.0,1.0,1.0,1,0,0,0
2500,1.0,650.0,1.0,1.0,1,0,0,3
5875,6.0,1350.0,4.0,2.0,1,0,0,3
5295,9.0,745.0,2.0,2.0,2,0,0,0
4995,9.0,782.0,2.0,2.0,2,0,0,0
2499,2.0,650.0,2.0,1.0,1,0,1,0
4150,7.0,1100.0,1.0,1.5,0,3,0,0
2395,8.0,506.0,1.0,1.0,1,0,0,0
2650,1.0,825.0,2.0,1.0,1,0,0,0
3450,8.0,1000.0,3.0,1.0,1,1,0,1
2100,8.0,429.0,0.0,1.0,1,0,0,0
2195,5.0,413.0,0.0,1.0,1,0,0,0
1950,8.0,460.0,0.0,1.0,1,1,0,0
3900,8.0,681.0,2.0,2.0,2,0,0,0
1895,8.0,464.0,0.0,1.0,1,0,0,0
1895,8.0,430.0,0.0,1.0,1,0,0,0
2200,8.0,429.0,0.0,1.0,1,0,0,0
4400,5.0,1450.0,3.0,2.0,2,0,0,0
3700,7.0,1000.0,2.0,1.0,2,0,0,0
2995,5.0,765.0,1.0,1.0,0,1,0,3
3900,8.0,1200.0,3.0,1.0,1,0,0,0
4195,8.0,900.0,2.0,2.0,0,0,0,0
3100,8.0,650.0,1.0,1.0,1,0,0,3
4275,5.0,1000.0,2.0,1.0,2,3,0,3
4275,5.0,1000.0,2.0,1.0,2,3,0,3
2700,8.0,660.0,1.0,1.0,2,0,0,0
2950,9.0,850.0,2.0,1.0,1,3,0,3
3500,8.0,650.0,1.0,1.0,1,0,0,3
3500,9.0,837.0,1.0,1.0,2,0,0,3
5600,9.0,1238.0,2.0,2.0,2,0,0,3
3950,9.0,605.0,1.0,1.0,2,0,0,3
2600,2.0,580.0,1.0,1.0,0,1,0,0
3450,1.0,900.0,1.0,1.0,1,3,0,3
2750,2.0,550.0,1.0,1.0,1,0,0,0
2280,8.0,524.0,1.0,1.0,2,3,0,0
2100,2.0,600.0,1.0,1.0,1,0,0,0
2570,5.0,615.0,1.0,1.0,1,3,0,1
2695,7.0,725.0,1.0,1.0,0,0,0,0
2500,2.0,550.0,1.0,1.0,1,2,0,0
2895,1.0,800.0,1.0,1.0,1,3,0,0
2800,9.0,600.0,1.0,1.0,2,0,0,0
3066,9.0,530.0,1.0,1.0,0,0,0,0
3995,7.0,800.0,1.0,1.0,1,3,0,3
3500,7.0,800.0,1.0,1.0,1,0,0,1
4125,9.0,1095.0,2.0,2.0,2,0,0,3
3300,9.0,605.0,1.0,1.0,2,3,0,3
3500,5.0,690.0,1.0,1.0,2,0,0,3
3300,9.0,970.0,1.0,1.0,2,0,0,3
2675,9.0,700.0,1.0,1.0,0,3,0,0
3475,9.0,750.0,1.0,1.0,0,3,0,0
2800,8.0,800.0,1.0,1.0,2,0,0,3
5595,5.0,1800.0,4.0,2.0,1,3,0,0
2050,9.0,350.0,0.0,1.0,0,0,0,3
1995,9.0,350.0,0.0,1.0,0,0,0,3
7900,8.0,1500.0,2.0,2.0,2,0,0,3
3395,7.0,900.0,1.0,1.0,2,0,0,3
5000,7.0,1300.0,2.0,2.0,1,3,0,3
3395,8.0,900.0,1.0,1.0,2,0,0,3
2550,9.0,610.0,1.0,1.0,2,0,0,3
2095,9.0,800.0,1.0,1.0,0,3,0,0
3995,7.0,950.0,2.0,2.0,1,0,0,3
3995,7.0,950.0,2.0,1.0,1,0,0,3
1180,3.0,150.0,1.0,1.0,1,0,3,0
3495,7.0,900.0,1.0,1.0,1,0,0,1
3951,9.0,761.0,2.0,1.0,2,3,0,3
4202,9.0,850.0,2.0,2.0,2,3,0,3
2040,5.0,840.0,2.0,1.5,2,3,0,0
2750,9.0,725.0,1.0,1.0,1,3,0,0
3750,9.0,901.0,2.0,2.0,2,0,0,3
3495,8.0,622.0,1.0,1.0,2,0,0,3
2075,7.0,500.0,0.0,1.0,1,3,0,0
3450,1.0,1100.0,2.0,1.0,1,0,0,0
2995,8.0,621.0,1.0,1.0,1,0,0,3
1500,2.0,550.0,1.0,1.0,2,0,1,0
1795,3.0,300.0,1.0,1.0,1,3,1,0
3200,2.0,500.0,1.0,1.0,1,3,0,3
2390,1.0,800.0,1.0,1.0,0,0,0,0
3370,8.0,800.0,1.0,1.0,1,0,0,3
1895,10.0,500.0,1.0,1.0,2,0,0,0
1675,2.0,350.0,0.0,1.0,1,0,0,0
4990,9.0,1655.0,3.0,2.0,2,0,3,3
4250,5.0,600.0,2.0,2.0,2,0,0,0
2733,9.0,763.0,1.0,1.0,2,3,0,3
3044,9.0,751.0,1.0,1.0,2,3,0,0
2795,8.0,650.0,2.0,1.0,2,0,0,0
1895,8.0,500.0,1.0,1.0,0,3,0,0
3395,8.0,1000.0,2.0,1.0,2,0,0,0
2190,5.0,600.0,1.0,1.0,1,0,0,0
3500,3.0,1400.0,3.0,2.0,2,1,0,3
3200,9.0,1215.0,2.0,2.0,0,3,0,2
3995,3.0,1650.0,3.0,2.0,1,3,0,3
4300,9.0,1300.0,3.0,2.0,2,3,0,0
3595,5.0,916.0,2.0,1.0,0,1,0,0
2550,8.0,660.0,1.0,1.0,2,0,0,0
2800,9.0,655.0,1.0,1.0,2,0,0,0
2850,4.0,800.0,1.0,1.0,2,1,1,0
10500,8.0,2179.0,3.0,3.0,2,0,0,3
7995,4.0,3200.0,4.0,3.0,2,3,3,3
3104,8.0,650.0,1.0,1.0,1,1,0,1
2595,8.0,740.0,1.0,1.0,1,0,0,0
4100,5.0,1050.0,2.0,1.0,1,3,0,3
5200,5.0,1450.0,3.0,2.0,1,3,0,3
6500,7.0,1450.0,4.0,2.0,1,0,0,3
3700,2.0,1100.0,2.0,1.0,0,0,3,3
2995,7.0,700.0,1.0,1.0,1,0,0,3
1850,8.0,500.0,1.0,1.0,1,3,0,3
3195,2.0,900.0,2.0,1.0,1,3,0,0
2195,8.0,500.0,2.0,1.0,1,0,0,0
1595,8.0,400.0,0.0,1.0,1,0,0,0
4500,6.0,1246.0,2.0,2.0,2,0,0,3
5995,5.0,1800.0,3.0,2.0,2,3,0,0
3750,1.0,1500.0,3.0,2.0,2,0,0,0
5195,5.0,1622.0,4.0,1.5,2,3,0,0
6250,7.0,1860.0,3.0,2.0,2,3,0,3
2100,6.0,388.0,0.0,1.0,0,1,0,0
2199,8.0,750.0,1.0,1.0,2,0,0,3
1899,8.0,550.0,0.0,1.0,1,0,0,3
4000,5.0,1000.0,2.0,1.0,2,3,0,0
2199,2.0,575.0,1.0,1.0,1,3,0,0
2750,5.0,700.0,1.0,1.0,0,3,0,1
2600,5.0,860.0,2.0,1.0,1,2,0,1
6050,1.0,2300.0,4.0,3.0,2,3,3,3
2700,1.0,717.0,1.0,1.0,0,0,0,0
2698,1.0,800.0,1.0,1.0,1,0,0,3
2395,1.0,500.0,0.0,1.0,1,0,0,3
3995,7.0,900.0,2.0,2.0,2,3,0,3
3495,7.0,700.0,1.0,1.0,2,3,0,3
3500,9.0,1011.0,2.0,2.0,2,3,0,3
3595,8.0,830.0,2.0,1.0,1,0,0,2
3000,8.0,830.0,4.0,1.0,2,3,0,0
1600,8.0,400.0,0.0,1.0,1,0,0,0
5750,4.0,1960.0,4.0,2.0,1,0,3,3
3895,9.0,1133.0,3.0,2.0,2,3,0,3
4200,8.0,1200.0,1.0,1.0,2,3,0,3
1675,8.0,224.0,0.0,1.0,1,3,0,0
3100,9.0,1072.0,2.0,2.0,2,0,0,2
2760,9.0,449.0,0.0,1.0,0,3,0,0
3600,9.0,1255.0,1.0,1.5,2,0,0,3
3400,9.0,1124.0,1.0,1.5,2,0,0,3
5500,2.0,2900.0,4.0,2.0,0,1,3,3
2900,5.0,600.0,1.0,1.0,1,3,0,0
1674,9.0,656.0,1.0,1.0,1,3,0,0
4350,5.0,1310.0,2.0,1.0,1,0,0,0
1850,7.0,375.0,0.0,1.0,1,0,0,0
2000,6.0,525.0,0.0,1.0,1,0,0,3
5700,9.0,1500.0,3.0,2.0,2,3,0,3
4250,8.0,769.0,1.0,1.0,2,3,0,3
5500,5.0,1760.0,3.0,1.0,2,3,0,0
2445,7.0,600.0,1.0,1.0,0,0,0,0
2600,7.0,850.0,1.0,1.0,0,0,0,0
6895,7.0,1530.0,2.0,2.0,2,2,0,3
2200,8.0,450.0,1.0,1.0,1,0,0,1
2326,7.0,625.0,1.0,1.0,1,3,0,3
1800,8.0,440.0,0.0,1.0,0,0,0,0
1800,8.0,440.0,0.0,1.0,1,0,0,0
4500,9.0,1500.0,2.0,1.0,2,3,3,1
4250,2.0,1600.0,3.0,1.0,2,0,3,3
1890,7.0,550.0,1.0,1.0,0,0,0,0
4066,9.0,768.0,1.0,1.0,2,3,0,3
2956,2.0,644.0,1.0,1.0,2,3,0,2
2999,2.0,750.0,2.0,1.0,1,0,0,0
4400,1.0,1900.0,2.0,2.0,2,0,3,3
3700,8.0,1100.0,3.0,1.0,0,0,0,0
4495,1.0,1200.0,2.0,2.0,2,3,0,0
3650,7.0,1000.0,2.0,2.0,1,0,0,3
4750,6.0,1050.0,3.0,2.0,2,3,0,2
3950,7.0,1230.0,3.0,2.0,0,0,0,0
2450,8.0,523.0,1.0,1.0,2,0,0,3
2695,9.0,800.0,1.0,1.0,1,0,0,1
4068,9.0,1113.0,2.0,2.0,2,3,0,0
3400,2.0,945.0,2.0,2.0,1,0,0,3
3500,2.0,974.0,2.0,2.0,1,0,0,3
2000,8.0,400.0,0.0,1.0,1,0,0,0
2750,9.0,1016.0,1.0,1.5,2,3,0,3
2899,5.0,575.0,0.0,1.0,2,3,0,3
1595,8.0,420.0,0.0,1.0,0,0,0,0
4500,6.0,1500.0,2.0,1.0,1,3,0,3
3500,9.0,1200.0,2.0,1.0,1,0,0,3
1795,1.0,500.0,2.0,1.0,0,0,0,0
4000,9.0,1050.0,2.0,2.0,2,0,0,0
3200,9.0,920.0,1.0,1.5,2,0,0,3
1929,8.0,750.0,1.0,1.0,1,0,0,3
6500,8.0,1805.0,2.0,2.5,2,3,0,3
6500,8.0,1805.0,2.0,2.5,2,3,0,3
5900,5.0,1450.0,3.0,2.0,2,0,0,1
4600,9.0,1250.0,3.0,2.0,2,3,0,0
3000,6.0,845.0,1.0,1.0,1,0,0,3
6995,5.0,2500.0,2.0,2.0,2,0,0,3
2860,3.0,1093.0,2.0,2.0,0,3,0,0
4750,9.0,979.0,3.0,2.0,2,3,0,3
3020,9.0,702.0,1.0,1.0,2,3,0,3
6500,5.0,1800.0,5.0,1.5,2,0,0,0
5595,5.0,1700.0,3.0,2.0,2,2,0,3
9800,9.0,1670.0,2.0,2.5,2,0,0,3
1600,8.0,350.0,0.0,1.0,0,0,0,0
2483,9.0,433.0,0.0,1.0,2,3,0,3
1795,8.0,450.0,0.0,1.0,1,3,0,0
1395,8.0,335.0,0.0,1.0,0,3,0,0
2195,2.0,590.0,0.0,1.0,0,3,0,0
1650,2.0,300.0,0.0,1.0,1,0,1,0
2500,5.0,600.0,0.0,1.0,0,0,0,0
1600,10.0,300.0,0.0,1.0,0,0,3,0
1695,8.0,500.0,0.0,1.0,1,0,0,0
1995,9.0,456.0,0.0,1.0,1,0,0,2
4800,7.0,955.0,2.0,2.0,2,0,0,3
3900,8.0,1532.0,2.0,2.0,2,0,0,3
4500,7.0,1444.0,3.0,2.0,2,0,0,0
5995,1.0,1700.0,3.0,2.0,2,3,0,0
5850,8.0,1300.0,1.0,1.0,2,0,0,3
1600,8.0,400.0,0.0,1.0,1,0,0,0
4488,8.0,977.0,2.0,2.0,2,3,0,3
6990,9.0,1700.0,4.0,2.0,2,0,0,0
3700,6.0,1017.0,2.0,2.0,2,3,0,3
2300,10.0,750.0,2.0,2.0,2,0,0,0
3000,9.0,965.0,1.0,1.5,2,0,0,3
3107,9.0,956.0,1.0,1.0,2,3,0,3
3728,9.0,1015.0,2.0,2.0,2,3,0,0
5950,9.0,2100.0,3.0,2.0,2,0,0,0
4200,5.0,1150.0,3.0,2.0,1,3,0,0
4075,5.0,950.0,2.0,1.0,2,0,0,0
3195,9.0,750.0,1.0,1.0,1,0,0,0
1625,10.0,500.0,0.0,1.0,1,1,0,0
1795,8.0,450.0,0.0,1.0,1,3,0,0
4595,9.0,900.0,2.0,2.0,1,3,0,3
3595,5.0,1075.0,2.0,1.0,1,1,0,0
2950,9.0,850.0,1.0,2.0,2,0,0,3
2799,8.0,1000.0,2.0,2.0,1,0,0,3
2800,9.0,950.0,1.0,1.0,2,0,0,3
4145,8.0,996.0,2.0,2.0,2,3,0,3
4495,2.0,1400.0,3.0,2.0,1,3,0,1
4595,9.0,1220.0,2.0,2.0,2,0,0,3
2995,9.0,784.0,1.0,1.0,2,0,0,3
2300,5.0,600.0,1.0,1.0,0,1,0,3
2395,5.0,600.0,1.0,1.0,0,1,0,3
3250,7.0,900.0,1.0,1.0,1,0,0,3
2495,8.0,483.0,2.0,1.0,1,2,0,0
3995,8.0,1100.0,1.0,1.0,1,3,0,3
2495,3.0,573.0,1.0,1.0,0,1,0,0
3395,9.0,1231.0,2.0,2.0,2,2,0,3
2750,9.0,1000.0,2.0,2.0,2,2,0,3
2786,9.0,425.0,1.0,1.0,0,0,0,0
2750,7.0,700.0,0.0,1.0,1,0,0,3
3416,9.0,885.0,2.0,2.0,2,3,0,3
4600,6.0,1750.0,3.0,2.5,0,0,0,3
3550,9.0,900.0,1.0,1.0,2,3,0,0
2850,5.0,690.0,1.0,1.0,1,1,0,0
3850,9.0,1500.0,3.0,1.5,2,3,0,0
3695,8.0,911.0,2.0,2.0,2,3,0,3
3575,8.0,1000.0,2.0,1.0,1,0,0,0
2595,2.0,1000.0,1.0,1.0,0,0,0,3
6300,6.0,1886.0,5.0,2.0,2,3,0,0
2950,3.0,980.0,2.0,2.0,2,3,0,0
2895,7.0,800.0,1.0,1.0,0,1,0,0
3995,3.0,1000.0,3.0,1.0,0,3,0,0
4876,9.0,1285.0,2.0,2.0,2,3,0,3
3200,8.0,770.0,1.0,1.0,2,0,0,3
3450,7.0,1100.0,2.0,1.0,1,0,0,0
12000,9.0,3300.0,4.0,4.0,2,3,0,3
3896,9.0,728.0,2.0,1.0,0,0,0,0
5600,8.0,1800.0,2.0,2.0,2,1,0,3
4195,7.0,1120.0,2.0,2.0,2,3,0,3
3700,9.0,1201.0,2.0,2.0,2,0,0,3
2295,6.0,600.0,1.0,1.0,1,0,0,0
3400,8.0,668.0,1.0,1.0,2,3,0,0
4350,8.0,950.0,2.0,1.0,2,0,0,3
6500,8.0,1583.0,3.0,2.5,2,3,0,3
1700,8.0,425.0,0.0,1.0,0,0,0,0
3799,9.0,861.0,1.0,1.0,2,3,0,3
3198,7.0,925.0,2.0,2.0,1,3,0,3
2906,9.0,748.0,1.0,1.0,2,3,0,0
2801,9.0,627.0,1.0,1.0,2,3,0,0
1500,8.0,390.0,0.0,1.0,1,3,0,0
2800,9.0,653.0,1.0,1.0,2,0,0,3
2335,9.0,700.0,1.0,1.0,2,3,0,3
3395,8.0,684.0,1.0,1.0,2,0,0,3
2595,9.0,900.0,2.0,1.0,1,0,0,0
3995,9.0,1190.0,2.0,2.0,2,0,0,3
4495,9.0,1200.0,2.0,2.0,2,0,0,3
2950,9.0,800.0,2.0,2.0,0,1,0,2
7200,7.0,2300.0,5.0,2.5,2,0,0,0
5150,8.0,1500.0,2.0,2.0,1,0,0,3
3200,1.0,1200.0,2.0,1.0,1,0,0,3
2995,7.0,1100.0,2.0,1.0,0,0,0,0
5995,9.0,1590.0,4.0,2.0,1,3,0,0
1250,2.0,200.0,1.0,1.0,1,0,0,0
2420,3.0,729.0,1.0,1.0,0,1,2,0
22500,9.0,4509.0,3.0,4.0,2,0,0,3
3250,8.0,1000.0,2.0,1.0,1,0,0,0
3734,9.0,1064.0,2.0,2.0,2,3,0,3
2770,9.0,690.0,1.0,1.0,2,3,0,3
2095,9.0,750.0,0.0,1.0,2,0,0,0
4900,7.0,1700.0,5.0,2.0,2,0,0,0
2795,7.0,650.0,1.0,1.0,1,0,0,3
2550,7.0,750.0,1.0,1.0,1,0,0,3
3490,8.0,750.0,2.0,1.0,2,3,0,3
2549,8.0,875.0,1.0,1.0,2,3,0,0
2495,8.0,595.0,1.0,1.0,2,3,0,0
2490,3.0,691.0,1.0,1.0,0,1,2,0
2499,6.0,679.0,1.0,1.0,1,3,0,0
6495,7.0,1645.0,3.0,2.5,2,3,0,0
4500,9.0,1350.0,2.0,2.0,2,0,0,3
3000,6.0,765.0,1.0,1.0,0,0,0,0
4265,9.0,1365.0,3.0,2.5,2,3,0,0
2195,9.0,500.0,1.0,1.0,0,0,0,0
3000,5.0,650.0,1.0,1.0,1,3,0,0
3549,9.0,790.0,1.0,1.0,2,3,0,0
3595,9.0,869.0,1.0,1.0,2,3,0,3
5250,6.0,1800.0,4.0,1.0,2,3,0,0
2100,5.0,500.0,0.0,1.0,1,3,0,0
1699,6.0,550.0,1.0,1.0,0,3,0,0
4700,9.0,1750.0,2.0,2.0,2,0,0,3
4700,9.0,1750.0,2.0,2.0,2,0,0,3
2000,4.0,500.0,0.0,1.0,1,0,0,1
2700,1.0,600.0,1.0,1.0,1,1,0,3
4099,5.0,1300.0,3.0,1.0,0,3,0,0
3595,9.0,1200.0,2.0,1.0,1,1,0,0
4695,7.0,1700.0,3.0,2.0,2,0,0,0
1950,3.0,450.0,1.0,1.0,0,0,1,1
3600,8.0,1100.0,3.0,1.0,2,0,0,0
3625,8.0,1032.0,2.0,2.0,2,0,0,3
